tid	uid	text	date	gender	age	city	state	country	ethnicity	label
4367615706215189611	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 873 68 1414 207 11230 4 1817 11231 2 23	2018-6-3	0	0	x	x	x	0	0
5782822004684576952	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 571 10 43 2 340 1273 9 64 11232 16 11233	2015-9-12	1	1	x	x	x	1	0
1242046406308044081	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1415 1274 10 379 6046 4 2397 14 4141 236 509 17 11234 73 39 563 15 3 112 6 146 423	2018-5-21	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-4356883669877322181	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 17 103 15 42 82 1595	2018-4-28	0	x	x	x	x	x	0
7912951393271801913	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11235 574 11236 54 2539 11237 132 14 2426 9 1047 11238 14 11239 1416 11240 4142 1417 2540 626 800 214 244 29	2018-9-26	1	1	x	x	x	0	0
2178802509315714838	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 3 2 58 2 3139	2018-10-31	1	1	x	x	x	0	0
7184312821340667764	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 220 6 3140 74 2 336 3 3032 12 11241 3 94 6047 11242	2018-5-4	1	1	x	x	x	1	0
-886763733944879911	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 41 531 33 2 11243 281 32 20 6048	2018-10-21	0	x	x	x	x	x	0
5585056331727422070	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 141 170 11244 748 37 341 83 6 76 11245	2018-5-27	0	0	x	x	x	0	1
1565789399070136392	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4143 25 3 1406 2 6049 77 1596	2017-6-26	1	1	Warsaw	Masovian Voivodeship	1	0	0
-3066459132552739739	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 11246 705 6050 188 8 138 3141 4 782 6051 2541	2018-6-9	0	0	x	x	x	0	0
4710698479580166574	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4144 4 997 271	2016-3-6	1	1	x	x	x	1	0
-745697669901639551	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 12 499 6052 14 11247 3 84 6053 155 2 11248	2018-4-5	0	x	x	x	x	x	0
-4755935121417213831	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 11249 14 11250 397 2542 830 1519 4145	2018-8-4	0	x	x	x	x	x	1
6450301018156025367	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6054 6055 6056 121 61 35 549 12 2022 3 11251	2018-8-12	0	x	x	x	x	x	0
-2556887401855542511	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 46 4 211 71 7 11252 5 6057 115 5 785	2017-7-28	1	1	x	x	x	1	0
1075151279882979383	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 801 2113 4 11253 4 854 673 11254 6 11255 14 1818 355	2018-5-22	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-8291473626237419844	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 15 82 6058 2 58 28 2 87 11256	2018-10-21	0	x	x	x	x	x	0
-5575223575112953152	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 11257 265 11258 31 125 11259 6 6059 140	2018-8-5	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
5686764754965998270	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 3 2 285 1275 1564 212	2018-9-13	0	x	x	x	x	x	0
1840884715158409331	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2543 1 515 3142 1418 3 188	2018-8-15	0	x	x	x	x	x	1
7272305240755003849	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 43 2 3 510 27 3 1	2016-6-3	1	1	x	x	x	1	0
2000173649153225258	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 1047 3021 6060 2 11260	2018-9-1	0	x	x	x	x	x	1
-5003074230501515811	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 823 1395 3143 89 157 669 1048 2 3144 7 4 1241 4146 11261	2018-9-9	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
5023342111194737839	-7469292299329137016	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 162 142 6061 6062 100 4147	2018-10-26	x	x	x	x	x	x	0
5023342111194737839	-7469292299329137016	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 162 142 6061 6062 100 4147	2018-10-26	x	x	x	x	x	x	0
3328105290314044365	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6 12 79 7 2544 10 152 3145 1020	2018-3-24	0	0	x	x	x	0	0
-4203874382393031084	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 91 14 40 547 4148 26	2018-10-28	1	1	x	x	x	0	0
-4526393900198905533	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 9 16 20 2545 76 4142 3096	2018-10-29	0	0	x	x	x	0	1
-5371636706539835983	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 126 451 594 6063 6064 2368 3 1112 3146 3147 4149	2018-1-11	0	0	x	x	x	0	0
-2900795813922772678	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 241 31 77 102 2 108	2018-3-11	1	1	Warsaw	Masovian Voivodeship	1	0	0
-808136015943434305	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6065 1379 450 4150 96 5 11262 8 6066 11263 6 11264 2062	2018-9-16	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
538373817737497094	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 9 952 2114 92 56 5 44 270 2 173 3 2 263 92 3889 2546 923 4 98 673	2018-3-2	0	0	x	x	x	0	0
-3116000735430360814	6803181416508891510	0 0 0 0 0 0 0 1 29 248 10 6 5 32 6 5 32 18 18 18 65 3148 29 6067 11265 6 112 1276 18 18 18 84 35 7 3 874 18 18 65 65	2018-9-14	0	0	x	x	x	0	0
2991558721225788621	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4151 11266 4 680 1410 4151	2018-7-31	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-1323314041809175540	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2361 3149 3998 11267 363 1250 11268 60	2018-7-22	0	x	x	x	x	x	0
-4172388937143827688	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6 16 741 10 61 22 112 11269 1262 488 24	2017-5-20	1	1	x	x	x	1	0
-7756076618518167049	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 225 15 659 11270 71 7 22 32 1104	2018-4-8	0	0	x	x	x	0	0
5187349630790030324	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 89 1021 406 11271 9 4 117 3939 12 170 600 8 6068 6069 11272	2015-7-30	1	1	x	x	x	1	0
2315355771362944311	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1042 11273 14 287 1097 9 242 1352 2453 3 483 2 13 1049 38 171 4152 1515 3132 6070	2016-11-8	1	1	x	x	x	1	0
-8063484232377478663	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 86 22 269 11274 11275 2526 1597 11276 1598 11277	2018-4-21	0	x	x	x	x	x	0
9056841440515390113	-3874276722474973536	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 63 633 13 11278 37 11279 11280 1027 65	2018-11-12	0	0	x	x	x	0	0
-7051375596557011136	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4088 5 749 491 11281	2018-11-11	0	x	x	x	x	x	0
7284074801449777744	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 554 14 122 10 3 27 4 11282 2984	2018-5-18	1	1	Warsaw	Masovian Voivodeship	1	0	0
-5851814653240672716	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 944 8 534 6071 1419 11283 11284	2018-5-11	0	0	x	x	x	0	1
2173539811898982037	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 305 9 550 12 4 66 378 1993 8 11285 45 36 7 11286 10 44 391 34 575 6072	2018-6-25	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-4662841950328950067	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6073 4153 2115 788 3150 4154 4155 4156 22 4157 1583 677 6074 6075 2116	2018-4-28	0	x	x	x	x	x	0
2721612567100578891	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 129 11287 11288 75 11289	2018-11-7	0	0	x	x	x	0	0
2791546300237227486	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 46 145 5 6076 533 104 11290	2016-7-7	1	1	x	x	x	1	0
-3720207105736585491	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 209 142 4158 4159 4 211 11291	2018-9-3	1	1	x	x	x	0	0
7146189063981545393	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 16 1277 115 2026 6 1086 11292 95	2018-2-3	1	1	x	x	x	1	0
6807596762270398837	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 68 49 2 3083 11293 9 312 447 5749	2018-6-22	0	x	x	x	x	x	1
6839667526771491091	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 63 1049 1537 2547 2548 22 332 44 4160 11294 3851 11295 953	2018-8-3	0	x	x	x	x	x	0
-1200128804206247347	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 19 7 11296 6 11297 11298 1	2018-8-28	0	x	x	x	x	x	0
-4053184199252283523	4149308855696923796	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6077 1599 82 11299 293	2017-8-4	x	x	x	Lesser Poland Voivodeship	1	x	0
-7465350772579137396	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 2 4033 31 6078 6 2 47 11300 101 6079 567 5 2030 802	2018-6-28	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
646943459268297072	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 220 369 21 55 655	2018-5-23	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
1069851321416168635	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 1 13 875 11301 60	2015-8-6	1	1	x	x	x	1	0
-2560345715685666185	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 81 10 4161 53 1587 10 82 6080 6 87 7 4162	2017-6-13	1	1	x	x	x	1	0
-444250192538507802	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1585 6 687 118 329 1408 11302 3151 6 6081 216 10 86 11303 4 260 11304	2016-6-29	1	1	x	x	x	1	0
9202076234546829106	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 106 2117 10 4163 8 6082 3 2 1263 6 527 136 216 10 3 150 11305 491	2018-9-1	0	0	x	x	x	0	0
-6548826707504456460	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 11306 8 11307 115 2 556 1134 1420 938 6083 21 11308 6084	2018-3-27	1	1	x	x	x	1	0
3855526695978269068	6803181416508891510	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 29 163 75 992 5456 11309 4164 7 10 4165 6085 11310 3152 4166 11311	2018-5-6	0	0	x	x	x	0	1
2205235914772777880	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 14 618 442 11312 177 11313 7 2549 782 39 10 441 339 943 8 39 1819	2018-6-16	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
8724521270918706278	4149308855696923796	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 16 8 6086 1421 4 11314 28 23 149 6087	2018-8-31	x	x	x	Lesser Poland Voivodeship	1	x	0
-5294462616278018600	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 22 332 7 19 627 32 11315	2016-6-27	1	1	x	x	x	1	0
5366074359694788404	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 441 2928 6088 11316 14 39 1787	2018-8-8	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-1426694706150587968	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1145 3097 11317 5 11318 119 6089 2550	2018-4-7	0	x	x	x	x	x	0
6591465691114827134	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 281 6090 250 2551	2015-11-21	1	1	x	x	x	1	0
-8744234288518449751	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4167 11319 11320 1587 451 11321 9 2 6091 944 8 1363	2018-1-11	0	0	x	x	x	0	1
6412370498565228156	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 40 45 645 89 11322 4168 6092 11323 2 232 28 4 359 6093 24 24	2018-9-27	1	1	x	x	x	0	0
-4964074984062391434	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 455 68 3 243 875 2118 11324 151 45 33 117	2017-3-4	1	1	x	x	x	1	0
1965302899694125029	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 7 612 8 11325	2018-8-5	1	1	x	x	x	0	0
5171079734680158312	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 61 592 10 27 17 53 1243 10 6094 270 604 6 232 4 506 1600	2018-8-7	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-5524768617207220808	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 11326 11327 2552 3 6 19 859 4169 6 6095 11328 366 119 6096	2018-7-7	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-2480051423869303415	4149308855696923796	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 115 1795 6097 4 4170 1795 4171 208	2018-9-20	x	x	x	Lesser Poland Voivodeship	1	x	0
-379096948802700001	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11329 6098 11330 6 6098 1093 2119 4172	2018-6-17	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
4640536803172223843	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 194 4 32 10 193 177 11331 475	2018-9-7	0	0	x	x	x	0	0
-405916845722660226	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1599 17 481 11332 62 108	2018-6-30	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-3226159797204934471	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 6 6099 749 491 6100	2018-8-26	0	x	x	x	x	x	0
2671684435782759026	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 1786 585 823 157 66 669 1048 267 3153 1967	2018-9-23	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
5966581373110839582	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 11333 48 28 11334 10 56 2 2120	2018-9-30	1	1	x	x	x	1	0
5362976956386649158	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1422 11335 69 3 164 88 33 1423 92 23 954 11336 11337	2018-9-29	0	x	x	x	x	x	0
668271806076385744	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 111 1038 4 187 1599 10 203 1810 48 207 24	2017-1-14	1	1	x	x	x	1	0
-742789368055035984	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 126 118 2553 14 5738 15 120 2 23 1820 14 137 6101 2932 6 905	2018-10-25	0	0	x	x	x	0	0
-3650863719044736906	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 221 229 236 340 35 114 11338 5 862	2018-11-13	1	1	x	x	x	0	0
-365830687968218519	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 78 22 11339 246 36 51 6 11340	2017-11-11	1	1	Warsaw	Masovian Voivodeship	1	0	0
-3809314235447761307	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 541 11 12 7 4173	2018-4-5	0	x	x	x	x	x	0
-5618448501244270332	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 1 6102 8 6103 2121 6104 53	2018-9-24	1	1	Warsaw	Masovian Voivodeship	1	0	0
-5618448501244270332	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 1 6102 8 6103 2121 6104 53	2018-9-24	1	1	Warsaw	Masovian Voivodeship	1	0	0
43514290874236363	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2028 35 11341 6105 6106 3 57 47 5 155 28 581 747 67 6107 6 156 45 1821	2017-3-5	1	1	Warsaw	Masovian Voivodeship	1	0	0
-3216608798758394558	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 9 113 6108 4006 11342 947 298	2018-5-28	0	0	x	x	x	0	0
-4917429779501507309	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 210 51 11343 201 8 1278 6109 8 11344 220 49 4 6078	2016-1-27	1	1	x	x	x	1	0
-3175402473638635823	-7469292299329137016	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 413 4 436 464 6110 6111 22 1583 14 152 4 6112 803 4174 4175 26	2018-7-25	x	x	x	x	x	x	0
-3175402473638635823	-7469292299329137016	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 413 4 436 464 6110 6111 22 1583 14 152 4 6112 803 4174 4175 26	2018-7-25	x	x	x	x	x	x	0
-1781530482166180059	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 407 3154 10 11345 245 11346 51 11347	2017-1-1	1	1	x	x	x	1	0
-1471479038974075318	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 15 3 955 6113 5 1050 725 2447 4 2554 47 27 373 5 3155	2018-8-28	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-4665004509361214834	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 19 2 34 128 1822 6 34 553 667 573 11348 104 11349	2016-7-6	1	1	x	x	x	1	0
-4794759923696329977	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 29 2 15 6114 99 1798 6 11350 40 11351 983 4 4176	2017-12-23	1	1	x	x	x	1	0
3694934610782641737	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 11352 7 49 80 11353	2017-6-7	1	1	Warsaw	Masovian Voivodeship	1	0	0
-3524299118253316675	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 12 34 6115 14 90 8 11354 440	2018-9-4	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-913761004211800589	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 993 11355 100 2555 4 11356 11357 11358 254	2017-6-19	1	1	Warsaw	Masovian Voivodeship	1	0	0
7498906445554454014	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 131 19 3 128 27 148 3156 6116	2018-7-16	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
7509203450901118273	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 6117 6118 1035 6119 208 956 6120 6121 17 6122 6123 769 6124 50	2018-8-3	0	0	x	x	x	0	0
7509203450901118273	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 6117 6118 1035 6119 208 956 6120 6121 17 6122 6123 769 6124 50	2018-8-3	0	0	x	x	x	0	0
1044456251550748670	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 71 6125 6 2556 3157 15 16 8 39 12 519 14 245 2 11359	2018-6-24	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
4224045820621991625	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 405 624 6126 1338 9 53 4177 4 1601	2018-11-12	1	1	x	x	x	0	0
-4721086502696857901	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 11360 11361 4178 550 28 11362	2016-5-11	1	1	x	x	x	1	0
452828445183289534	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 11363 40 29 11364 6 46 11365	2017-12-15	1	1	Warsaw	Masovian Voivodeship	1	0	0
-5080148317145028809	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 876 4 6127 11366 3158 345 11367 11368 115 11369 1555 1602 11370	2018-7-21	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
